"Statistic Label","Year","Age Group","Sex","County","UNIT","VALUE"
"Estimated Population (Persons in April)","2024","15 - 19 years","Both sexes","Co. Longford","Thousand","3.4"
"Estimated Population (Persons in April)","2024","15 - 19 years","Both sexes","Co. Louth","Thousand","10.7"
"Estimated Population (Persons in April)","2024","15 - 19 years","Both sexes","Co. Limerick","Thousand","14.3"
"Estimated Population (Persons in April)","2024","15 - 19 years","Both sexes","Co. Leitrim","Thousand","2.5"
"Estimated Population (Persons in April)","2024","15 - 19 years","Both sexes","Co. Laois","Thousand","7.4"
"Estimated Population (Persons in April)","2024","15 - 19 years","Both sexes","Co. Meath","Thousand","17.3"
"Estimated Population (Persons in April)","2024","15 - 19 years","Both sexes","Co. Monaghan","Thousand","4.7"
"Estimated Population (Persons in April)","2024","15 - 19 years","Both sexes","Co. Mayo","Thousand","9.6"
"Estimated Population (Persons in April)","2024","15 - 19 years","Both sexes","Co. Offaly","Thousand","6.5"
"Estimated Population (Persons in April)","2024","15 - 19 years","Both sexes","Co. Roscommon","Thousand","4.9"
"Estimated Population (Persons in April)","2024","15 - 19 years","Both sexes","Co. Sligo","Thousand","4.7"
"Estimated Population (Persons in April)","2024","15 - 19 years","Both sexes","Co. Tipperary","Thousand","12.6"
"Estimated Population (Persons in April)","2024","15 - 19 years","Both sexes","Co. Waterford","Thousand","9.4"
"Estimated Population (Persons in April)","2024","15 - 19 years","Both sexes","Co. Wicklow","Thousand","11.7"
"Estimated Population (Persons in April)","2024","15 - 19 years","Both sexes","Co. Westmeath","Thousand","7"
"Estimated Population (Persons in April)","2024","15 - 19 years","Both sexes","Co. Wexford","Thousand","12.6"
"Estimated Population (Persons in April)","2024","15 - 19 years","Male","Ireland","Thousand","185.7"
"Estimated Population (Persons in April)","2024","15 - 19 years","Male","Co. Clare","Thousand","4.9"
"Estimated Population (Persons in April)","2024","15 - 19 years","Male","Co. Cork","Thousand","20.4"
"Estimated Population (Persons in April)","2024","15 - 19 years","Male","Co. Cavan","Thousand","3.1"
"Estimated Population (Persons in April)","2024","15 - 19 years","Male","Co. Carlow","Thousand","2.5"
"Estimated Population (Persons in April)","2024","15 - 19 years","Male","Co. Donegal","Thousand","6.6"
"Estimated Population (Persons in April)","2024","15 - 19 years","Male","Co. Dublin","Thousand","46.2"
"Estimated Population (Persons in April)","2024","15 - 19 years","Male","Co. Galway","Thousand","10.3"
"Estimated Population (Persons in April)","2024","15 - 19 years","Male","Co. Kildare","Thousand","9.5"
"Estimated Population (Persons in April)","2024","15 - 19 years","Male","Co. Kilkenny","Thousand","4.4"
"Estimated Population (Persons in April)","2024","15 - 19 years","Male","Co. Kerry","Thousand","5.6"
"Estimated Population (Persons in April)","2024","15 - 19 years","Male","Co. Longford","Thousand","1.7"
"Estimated Population (Persons in April)","2024","15 - 19 years","Male","Co. Louth","Thousand","5.5"
"Estimated Population (Persons in April)","2024","15 - 19 years","Male","Co. Limerick","Thousand","7.4"
"Estimated Population (Persons in April)","2024","15 - 19 years","Male","Co. Leitrim","Thousand","1.3"
"Estimated Population (Persons in April)","2024","15 - 19 years","Male","Co. Laois","Thousand","3.8"
"Estimated Population (Persons in April)","2024","15 - 19 years","Male","Co. Meath","Thousand","8.8"
"Estimated Population (Persons in April)","2024","15 - 19 years","Male","Co. Monaghan","Thousand","2.5"
"Estimated Population (Persons in April)","2024","15 - 19 years","Male","Co. Mayo","Thousand","5.2"
"Estimated Population (Persons in April)","2024","15 - 19 years","Male","Co. Offaly","Thousand","3.4"
"Estimated Population (Persons in April)","2024","15 - 19 years","Male","Co. Roscommon","Thousand","2.6"
"Estimated Population (Persons in April)","2024","15 - 19 years","Male","Co. Sligo","Thousand","2.4"
"Estimated Population (Persons in April)","2024","15 - 19 years","Male","Co. Tipperary","Thousand","6.4"
"Estimated Population (Persons in April)","2024","15 - 19 years","Male","Co. Waterford","Thousand","5"
"Estimated Population (Persons in April)","2024","15 - 19 years","Male","Co. Wicklow","Thousand","6.1"
"Estimated Population (Persons in April)","2024","15 - 19 years","Male","Co. Westmeath","Thousand","3.7"
"Estimated Population (Persons in April)","2024","15 - 19 years","Male","Co. Wexford","Thousand","6.7"
"Estimated Population (Persons in April)","2024","15 - 19 years","Female","Ireland","Thousand","173.3"
"Estimated Population (Persons in April)","2024","15 - 19 years","Female","Co. Clare","Thousand","4.6"
"Estimated Population (Persons in April)","2024","15 - 19 years","Female","Co. Cork","Thousand","19.9"
"Estimated Population (Persons in April)","2024","15 - 19 years","Female","Co. Cavan","Thousand","2.8"
"Estimated Population (Persons in April)","2024","15 - 19 years","Female","Co. Carlow","Thousand","2.2"
"Estimated Population (Persons in April)","2024","15 - 19 years","Female","Co. Donegal","Thousand","5.8"
"Estimated Population (Persons in April)","2024","15 - 19 years","Female","Co. Dublin","Thousand","44.3"
"Estimated Population (Persons in April)","2024","15 - 19 years","Female","Co. Galway","Thousand","8.9"
"Estimated Population (Persons in April)","2024","15 - 19 years","Female","Co. Kildare","Thousand","9"
"Estimated Population (Persons in April)","2024","15 - 19 years","Female","Co. Kilkenny","Thousand","3.5"
"Estimated Population (Persons in April)","2024","15 - 19 years","Female","Co. Kerry","Thousand","5.5"
"Estimated Population (Persons in April)","2024","15 - 19 years","Female","Co. Longford","Thousand","1.7"
"Estimated Population (Persons in April)","2024","15 - 19 years","Female","Co. Louth","Thousand","5.2"
"Estimated Population (Persons in April)","2024","15 - 19 years","Female","Co. Limerick","Thousand","6.8"
"Estimated Population (Persons in April)","2024","15 - 19 years","Female","Co. Leitrim","Thousand","1.2"
"Estimated Population (Persons in April)","2024","15 - 19 years","Female","Co. Laois","Thousand","3.7"
"Estimated Population (Persons in April)","2024","15 - 19 years","Female","Co. Meath","Thousand","8.5"
"Estimated Population (Persons in April)","2024","15 - 19 years","Female","Co. Monaghan","Thousand","2.2"
"Estimated Population (Persons in April)","2024","15 - 19 years","Female","Co. Mayo","Thousand","4.5"
"Estimated Population (Persons in April)","2024","15 - 19 years","Female","Co. Offaly","Thousand","3.1"
"Estimated Population (Persons in April)","2024","15 - 19 years","Female","Co. Roscommon","Thousand","2.3"
"Estimated Population (Persons in April)","2024","15 - 19 years","Female","Co. Sligo","Thousand","2.2"
"Estimated Population (Persons in April)","2024","15 - 19 years","Female","Co. Tipperary","Thousand","6.1"
"Estimated Population (Persons in April)","2024","15 - 19 years","Female","Co. Waterford","Thousand","4.4"
"Estimated Population (Persons in April)","2024","15 - 19 years","Female","Co. Wicklow","Thousand","5.6"
"Estimated Population (Persons in April)","2024","15 - 19 years","Female","Co. Westmeath","Thousand","3.4"
"Estimated Population (Persons in April)","2024","15 - 19 years","Female","Co. Wexford","Thousand","5.9"
"Estimated Population (Persons in April)","2024","20 - 24 years","Both sexes","Ireland","Thousand","322.2"
"Estimated Population (Persons in April)","2024","20 - 24 years","Both sexes","Co. Clare","Thousand","8.6"
"Estimated Population (Persons in April)","2024","20 - 24 years","Both sexes","Co. Cork","Thousand","36.1"
"Estimated Population (Persons in April)","2024","20 - 24 years","Both sexes","Co. Cavan","Thousand","4.8"
"Estimated Population (Persons in April)","2024","20 - 24 years","Both sexes","Co. Carlow","Thousand","4"
"Estimated Population (Persons in April)","2024","20 - 24 years","Both sexes","Co. Donegal","Thousand","10.3"
"Estimated Population (Persons in April)","2024","20 - 24 years","Both sexes","Co. Dublin","Thousand","87.8"
"Estimated Population (Persons in April)","2024","20 - 24 years","Both sexes","Co. Galway","Thousand","17.1"
"Estimated Population (Persons in April)","2024","20 - 24 years","Both sexes","Co. Kildare","Thousand","16.4"
"Estimated Population (Persons in April)","2024","20 - 24 years","Both sexes","Co. Kilkenny","Thousand","6.9"
"Estimated Population (Persons in April)","2024","20 - 24 years","Both sexes","Co. Kerry","Thousand","10.2"
"Estimated Population (Persons in April)","2024","20 - 24 years","Both sexes","Co. Longford","Thousand","2.9"
"Estimated Population (Persons in April)","2024","20 - 24 years","Both sexes","Co. Louth","Thousand","9.1"
"Estimated Population (Persons in April)","2024","20 - 24 years","Both sexes","Co. Limerick","Thousand","12.7"
"Estimated Population (Persons in April)","2024","20 - 24 years","Both sexes","Co. Leitrim","Thousand","1.9"
"Estimated Population (Persons in April)","2024","20 - 24 years","Both sexes","Co. Laois","Thousand","6"
"Estimated Population (Persons in April)","2024","20 - 24 years","Both sexes","Co. Meath","Thousand","14.4"
"Estimated Population (Persons in April)","2024","20 - 24 years","Both sexes","Co. Monaghan","Thousand","3.7"
"Estimated Population (Persons in April)","2024","20 - 24 years","Both sexes","Co. Mayo","Thousand","9.2"
"Estimated Population (Persons in April)","2024","20 - 24 years","Both sexes","Co. Offaly","Thousand","5.6"
"Estimated Population (Persons in April)","2024","20 - 24 years","Both sexes","Co. Roscommon","Thousand","4.6"
"Estimated Population (Persons in April)","2024","20 - 24 years","Both sexes","Co. Sligo","Thousand","3.8"
"Estimated Population (Persons in April)","2024","20 - 24 years","Both sexes","Co. Tipperary","Thousand","11.2"
"Estimated Population (Persons in April)","2024","20 - 24 years","Both sexes","Co. Waterford","Thousand","8.2"
"Estimated Population (Persons in April)","2024","20 - 24 years","Both sexes","Co. Wicklow","Thousand","9.8"
"Estimated Population (Persons in April)","2024","20 - 24 years","Both sexes","Co. Westmeath","Thousand","6.1"
"Estimated Population (Persons in April)","2024","20 - 24 years","Both sexes","Co. Wexford","Thousand","10.7"
"Estimated Population (Persons in April)","2024","20 - 24 years","Male","Ireland","Thousand","165.5"
"Estimated Population (Persons in April)","2024","20 - 24 years","Male","Co. Clare","Thousand","4.3"
"Estimated Population (Persons in April)","2024","20 - 24 years","Male","Co. Cork","Thousand","18.3"
"Estimated Population (Persons in April)","2024","20 - 24 years","Male","Co. Cavan","Thousand","2.5"
"Estimated Population (Persons in April)","2024","20 - 24 years","Male","Co. Carlow","Thousand","2.1"
"Estimated Population (Persons in April)","2024","20 - 24 years","Male","Co. Donegal","Thousand","5.3"
"Estimated Population (Persons in April)","2024","20 - 24 years","Male","Co. Dublin","Thousand","44.4"
"Estimated Population (Persons in April)","2024","20 - 24 years","Male","Co. Galway","Thousand","9"
"Estimated Population (Persons in April)","2024","20 - 24 years","Male","Co. Kildare","Thousand","8.7"
"Estimated Population (Persons in April)","2024","20 - 24 years","Male","Co. Kilkenny","Thousand","3.7"
"Estimated Population (Persons in April)","2024","20 - 24 years","Male","Co. Kerry","Thousand","5.1"
"Estimated Population (Persons in April)","2024","20 - 24 years","Male","Co. Longford","Thousand","1.5"
"Estimated Population (Persons in April)","2024","20 - 24 years","Male","Co. Louth","Thousand","4.7"
"Estimated Population (Persons in April)","2024","20 - 24 years","Male","Co. Limerick","Thousand","6.4"
"Estimated Population (Persons in April)","2024","20 - 24 years","Male","Co. Leitrim","Thousand","1"
"Estimated Population (Persons in April)","2024","20 - 24 years","Male","Co. Laois","Thousand","3.1"
"Estimated Population (Persons in April)","2024","20 - 24 years","Male","Co. Meath","Thousand","7.5"
"Estimated Population (Persons in April)","2024","20 - 24 years","Male","Co. Monaghan","Thousand","1.9"
"Estimated Population (Persons in April)","2024","20 - 24 years","Male","Co. Mayo","Thousand","4.8"
"Estimated Population (Persons in April)","2024","20 - 24 years","Male","Co. Offaly","Thousand","2.9"
"Estimated Population (Persons in April)","2024","20 - 24 years","Male","Co. Roscommon","Thousand","2.4"
"Estimated Population (Persons in April)","2024","20 - 24 years","Male","Co. Sligo","Thousand","2"
"Estimated Population (Persons in April)","2024","20 - 24 years","Male","Co. Tipperary","Thousand","5.8"
"Estimated Population (Persons in April)","2024","20 - 24 years","Male","Co. Waterford","Thousand","4.4"
"Estimated Population (Persons in April)","2024","20 - 24 years","Male","Co. Wicklow","Thousand","5.1"
"Estimated Population (Persons in April)","2024","20 - 24 years","Male","Co. Westmeath","Thousand","3"
"Estimated Population (Persons in April)","2024","20 - 24 years","Male","Co. Wexford","Thousand","5.7"
"Estimated Population (Persons in April)","2024","20 - 24 years","Female","Ireland","Thousand","156.7"
"Estimated Population (Persons in April)","2024","20 - 24 years","Female","Co. Clare","Thousand","4.4"
"Estimated Population (Persons in April)","2024","20 - 24 years","Female","Co. Cork","Thousand","17.8"
"Estimated Population (Persons in April)","2024","20 - 24 years","Female","Co. Cavan","Thousand","2.3"
"Estimated Population (Persons in April)","2024","20 - 24 years","Female","Co. Carlow","Thousand","1.8"
"Estimated Population (Persons in April)","2024","20 - 24 years","Female","Co. Donegal","Thousand","4.9"
"Estimated Population (Persons in April)","2024","20 - 24 years","Female","Co. Dublin","Thousand","43.4"
"Estimated Population (Persons in April)","2024","20 - 24 years","Female","Co. Galway","Thousand","8.1"
"Estimated Population (Persons in April)","2024","20 - 24 years","Female","Co. Kildare","Thousand","7.7"
"Estimated Population (Persons in April)","2024","20 - 24 years","Female","Co. Kilkenny","Thousand","3.2"
"Estimated Population (Persons in April)","2024","20 - 24 years","Female","Co. Kerry","Thousand","5.1"
"Estimated Population (Persons in April)","2024","20 - 24 years","Female","Co. Longford","Thousand","1.4"
"Estimated Population (Persons in April)","2024","20 - 24 years","Female","Co. Louth","Thousand","4.4"
"Estimated Population (Persons in April)","2024","20 - 24 years","Female","Co. Limerick","Thousand","6.3"
